wordId,english,kurdish,english_length,kurdish_length
1521,flood,laser,5.0,5.0
1522,floor,bin,5.0,3.0
1523,floor,binî,5.0,4.0
1524,flotage,melevanî,7.0,8.0
1525,flour,ard,5.0,3.0
1526,flour,arvan,5.0,5.0
1527,flow,herikîn,4.0,7.0
1528,flower,kulîlk,6.0,6.0
1529,flowers,kûlîlk,7.0,6.0
1530,flush,berdar,5.0,6.0
1531,fly,mêş,3.0,3.0
1532,focus,bal,5.0,3.0
1533,foe,dijmin,3.0,6.0
1534,foe,neyar,3.0,5.0
1535,fold,nûrkirin,4.0,8.0
1536,folk,xelk,4.0,4.0
1537,food,adan,4.0,4.0
1538,food,aş,4.0,2.0
1540,food,xurek,4.0,5.0
1541,food,xwarin,4.0,6.0
1542,foot,pê,4.0,2.0
1543,foot,çexer,4.0,5.0
1544,for,ji bo,3.0,5.0
1545,forbid,qedexekirin,6.0,11.0
1546,forbidden,qedexe,9.0,6.0
1547,force,bandor,5.0,6.0
1548,force,hêz,5.0,3.0
1549,forcibly,bi kotekî,8.0,9.0
1550,forefather,kalik,10.0,5.0
1551,foreign,biyanî,7.0,6.0
1552,forest,daristan,6.0,8.0
1553,forger,hesinkar,6.0,8.0
1554,forget,ji bîr kirin,6.0,12.0
1555,forgive,bexişandin,7.0,10.0
1556,form,fesal,4.0,5.0
1557,form,qidûm,4.0,5.0
1558,form,şekl,4.0,4.0
1559,former,berê,6.0,4.0
1560,former,mêj,6.0,3.0
1561,formidable,tirsnak,10.0,7.0
1562,forsake,berdan,7.0,6.0
1563,forthwith,tavilê,9.0,6.0
1564,forthwith,yekser,9.0,6.0
1565,fortune,bext,7.0,4.0
1566,forward,bi pêş ve,7.0,9.0
1567,forward,birêkirin,7.0,9.0
1568,forward,hinartin,7.0,8.0
1569,fosse,kend,5.0,4.0
1570,foul,gemar,4.0,5.0
1571,foul,kirêt,4.0,5.0
1572,foul,mujikî,4.0,6.0
1573,foul,qilêr,4.0,5.0
1574,foul,çepel,4.0,5.0
1575,found,avakirin,5.0,8.0
1576,found,damezrandin,5.0,11.0
1577,found,dît,5.0,3.0
1578,found,sazkirin,5.0,8.0
1579,foundation,sazûman,10.0,7.0
1580,fount,çavkanî,5.0,7.0
1581,fountain,çavkanî,8.0,7.0
1582,fourth,çaremîn,6.0,7.0
1583,fox,rovî,3.0,4.0
1584,foxy,bernac,4.0,6.0
1585,foxy,kone,4.0,4.0
1586,foxy,xasûk,4.0,5.0
1587,fraud,tep,5.0,3.0
1588,fraught,tijî,7.0,4.0
1589,free,aza,4.0,3.0
1590,free,azad,4.0,4.0
1591,free,bêpere,4.0,6.0
1592,free,miftî,4.0,5.0
1593,freedom,azadî,7.0,5.0
1594,freedom seeker,azadîxwaz,14.0,9.0
1595,freehanded,camêr,10.0,5.0
1596,freehanded,çavfireh,10.0,8.0
1597,freeze,cemidandin,6.0,10.0
1598,frequently,pir,10.0,3.0
1599,fresh,nû,5.0,2.0
1600,fresh,teze,5.0,4.0
1601,friend,dost,6.0,4.0
1602,friend,heval,6.0,5.0
1603,friend,hogir,6.0,5.0
1604,friend,nasyar,6.0,6.0
1605,friends,heval,7.0,5.0
1606,fright,tirs,6.0,4.0
1607,fright,xof,6.0,3.0
1608,fringe,kevî,6.0,4.0
1609,from,ji,4.0,2.0
1610,front,ber,5.0,3.0
1611,front,enî,5.0,3.0
1612,front,pêş,5.0,3.0
1613,frontier,sînor,8.0,5.0
1614,frontier,tixub,8.0,5.0
1615,fruit,fêkî,5.0,4.0
1616,fruitful,adan,8.0,4.0
1617,fuddle,gêjkirin,6.0,8.0
1618,fulfill,bicihanîn,7.0,9.0
1619,full,tijî,4.0,4.0
1620,fume,dû,4.0,2.0
1621,fume,dûxan,4.0,5.0
1622,fume,hilm,4.0,4.0
1623,fun,hewez,3.0,5.0
1624,fun,şadî,3.0,4.0
1625,function,kêr,8.0,3.0
1626,function,vatinî,8.0,6.0
1627,fundamentally,bingehî,13.0,7.0
1628,funnel,bixêrî,6.0,6.0
1629,funnel,kovik,6.0,5.0
1630,funnel,kulek,6.0,5.0
1631,funny,degel,5.0,5.0
1632,funny,ecêb,5.0,4.0
1633,fur,eyar,3.0,4.0
1634,furbish,biriqandin,7.0,10.0
1635,furbish,teyisandin,7.0,10.0
1636,furious,girgîn,7.0,6.0
1637,further,dûrtir,7.0,6.0
1638,fuse,helîn,4.0,5.0
1639,future,ayende,6.0,6.0
1640,future,dahatû,6.0,6.0
1641,future,diwaroj,6.0,7.0
1642,future,mand,6.0,4.0
1643,future,pêşeroj,6.0,7.0
1644,futurity,ayende,8.0,6.0
1645,futurity,dahatû,8.0,6.0
1646,futurity,diwaroj,8.0,7.0
1647,futurity,mand,8.0,4.0
1648,gaffer,bapîr,6.0,5.0
1649,gaffer,kalik,6.0,5.0
1650,gage,pîvîn,4.0,5.0
1651,gain,kar,4.0,3.0
1652,game,lîstik,4.0,6.0
1653,game,lîstok,4.0,6.0
1654,game,lîz,4.0,3.0
1655,games,leyîstin,5.0,8.0
1656,gamester,yarîker,8.0,7.0
1657,gamy,aza,4.0,3.0
1658,gamy,dilawêr,4.0,7.0
1659,gamy,egît,4.0,4.0
1660,gamy,mêrxas,4.0,6.0
1661,gamy,çeleng,4.0,6.0
1662,garlic,sîr,6.0,3.0
1663,garner,komkirin,6.0,8.0
1664,garrulous,olçim,9.0,5.0
1665,garrulous,zimandirêj,9.0,10.0
1666,garrulous,çenebaz,9.0,7.0
1667,gather,komkirin,6.0,8.0
1668,gather,neqandin,6.0,8.0
1669,gauge,pîvîn,5.0,5.0
1670,gave,da,4.0,2.0
1671,gay,şeng,3.0,4.0
1672,gazelle,xezal,7.0,5.0
1673,gazette,rojname,7.0,7.0
1674,genealogy,irq,9.0,3.0
1675,genealogy,nîjad,9.0,5.0
1676,genealogy,regez,9.0,5.0
1677,genealogy,zayend,9.0,6.0
1678,general,gelemper,7.0,8.0
1679,general,giştî,7.0,5.0
1680,generally,bi giştî,9.0,8.0
1681,generation,nifş,10.0,4.0
1682,generic,gelemper,7.0,8.0
1683,generous,camêr,8.0,5.0
1684,generous,çavfireh,8.0,8.0
1685,geography,erdnîgarî,9.0,9.0
1686,geology,erdnasî,7.0,7.0
1687,geology,jeolojî,7.0,7.0
1688,get,anîn,3.0,4.0
1689,get,gihan,3.0,5.0
1690,get,standin,3.0,7.0
1691,get,weranîn,3.0,7.0
1692,gets,digre,4.0,5.0
1693,ghost,giyan,5.0,5.0
1694,gift,diyarî,4.0,6.0
1695,gift,xelat,4.0,5.0
1696,girl,dot,4.0,3.0
1697,girl,keç,4.0,3.0
1698,give,dayîn,4.0,5.0
1699,given,heyî,5.0,4.0
1700,glass,awêne,5.0,5.0
1701,glass,hêlî,5.0,4.0
1702,glass,piyale,5.0,6.0
1703,glove,lepik,5.0,5.0
1704,glue,zeliqok,4.0,7.0
1705,go,çûn,2.0,3.0
1706,goal,amanc,4.0,5.0
1707,goal,armanc,4.0,6.0
1708,goal,mebest,4.0,6.0
1709,goat,bizin,4.0,5.0
1710,gobble,dabêlandin,6.0,10.0
1711,gobble,daqurtandin,6.0,11.0
1712,going,çûn,5.0,3.0
1713,going,çûyîn,5.0,5.0
1714,gold,zîv,4.0,3.0
1715,gone,çû,4.0,2.0
1716,good,baş,4.0,3.0
1717,good fortune,bextvekirî,12.0,10.0
1718,goodly,bedew,6.0,5.0
1719,goodly,zerî,6.0,4.0
1720,gore,xwîn,4.0,4.0
1721,got,girt,3.0,4.0
1722,got,stand,3.0,5.0
1723,govern,birêvebirin,6.0,11.0
1724,governess,perwerdekar,9.0,11.0
1725,government,hikûmet,10.0,7.0
1726,grab,standin,4.0,7.0
1727,grace,rewneq,5.0,6.0
1728,grade,paye,5.0,4.0
1729,grade,rade,5.0,4.0
1730,grade,zayend,5.0,6.0
1731,grade,çîn,5.0,3.0
1732,grain,dexl,5.0,4.0
1733,grammar,rêziman,7.0,7.0
1734,grammatical,rêzimanî,11.0,8.0
1735,grand,gewre,5.0,5.0
1736,grand,girs,5.0,4.0
1737,grapevine,dêlî,9.0,4.0
1738,grass,giya,5.0,4.0
1739,grass,mêrg,5.0,4.0
1740,grass,çêre,5.0,4.0
1741,grasshopper,kulî,11.0,4.0
1742,grassland,bane,9.0,4.0
1743,grave,gor,5.0,3.0
1744,great,gewre,5.0,5.0
1745,great,girs,5.0,4.0
1746,great,mezin,5.0,5.0
1747,greater,mezintir,7.0,8.0
1748,greenhouse,sera,10.0,4.0
1749,greet,silavkirin,5.0,10.0
1750,grime,qilêr,5.0,5.0
1751,grime,qirêj,5.0,5.0
1752,grits,savar,5.0,5.0
1753,gritty,dilawêr,6.0,7.0
1754,gritty,egît,6.0,4.0
1755,gritty,mêrxas,6.0,6.0
1756,gritty,çeleng,6.0,6.0
1757,ground,ax,6.0,2.0
1758,ground,bin,6.0,3.0
1759,ground,bingeh,6.0,6.0
1760,ground,binî,6.0,4.0
1761,ground,erd,6.0,3.0
1762,ground,xwelî,6.0,5.0
1763,group,kom,5.0,3.0
1764,grow,bûn,4.0,3.0
1765,grow,bûyîn,4.0,5.0
1766,grow,çêbûn,4.0,5.0
1767,guarantee,derhûde,9.0,7.0
1768,guarantor,derhûd,9.0,6.0
1769,guard,parastin,5.0,8.0
1770,guard,strandin,5.0,8.0
1771,guest,mêvan,5.0,5.0
1772,guide,rêber,5.0,5.0
1773,guide,sergêr,5.0,6.0
1774,guilty,tawankar,6.0,8.0
1775,gulf,kendav,4.0,6.0
1776,gun,tifing,3.0,6.0
1777,hair,pirç,4.0,4.0
1778,hair,por,4.0,3.0
1779,halcyon,aram,7.0,4.0
1780,halcyon,asûde,7.0,5.0
1781,half,nîv,4.0,3.0
1782,hammer,mêkut,6.0,5.0
1783,hand,dest,4.0,4.0
1784,handkerchief,destmal,12.0,7.0
1785,handle,destik,6.0,6.0
1786,handle,çembil,6.0,6.0
1787,hands,dest,5.0,4.0
1788,handsome,rind,8.0,4.0
1789,handsome,çak,8.0,3.0
1790,hang,daliqandin,4.0,10.0
1791,hang,hilawestin,4.0,10.0
1792,hapless,bedbext,7.0,7.0
1793,hapless,bêsiûd,7.0,6.0
1794,happen,çêbûn,6.0,5.0
1795,happening,rûdan,9.0,5.0
1796,happiness,bextewarî,9.0,9.0
1797,harbor,bendergeh,6.0,9.0
1798,harbor,lengergeh,6.0,9.0
1799,hard,giran,4.0,5.0
1800,hard,hişk,4.0,4.0
1801,hard,req,4.0,3.0
1802,hard,sext,4.0,4.0
1803,hard,zeb,4.0,3.0
1804,hard,zexm,4.0,4.0
1805,hard,zexmet,4.0,6.0
1806,harm,bobelat,4.0,7.0
1807,harm,qeda,4.0,4.0
1808,harm,ziyan,4.0,5.0
1809,harsh,sext,5.0,4.0
1810,harvest,debr,7.0,4.0
1811,haste,zû,5.0,2.0
1812,haunch,qorik,6.0,5.0
1813,have,standin,4.0,7.0
1814,haywire,aloz,7.0,4.0
1815,haywire,xera,7.0,4.0
1816,hazard,xetere,6.0,6.0
1817,he,ev,2.0,2.0
1818,head,ser,4.0,3.0
1819,health,tendurustî,6.0,10.0
1820,hear,bihistin,4.0,8.0
1821,hear,guhlêbûn,4.0,8.0
1822,heart,dil,5.0,3.0
1823,heart,navend,5.0,6.0
1824,heartless,bêdil,9.0,5.0
1825,heat,germayî,4.0,7.0
1826,heat,tîn,4.0,3.0
1827,heaven,asîman,6.0,6.0
1828,heaven,ezman,6.0,5.0
1829,heavy,giran,5.0,5.0
1830,heel,gupik,4.0,5.0
1831,heel,panî,4.0,4.0
1832,height,bilindahî,6.0,9.0
1833,heist,dervekirin,5.0,10.0
1834,heist,dizîn,5.0,5.0
1835,heist,çilfisandin,5.0,11.0
1836,helicopter,firoke,10.0,6.0
1837,help,alîkarî,4.0,7.0
1838,helve,destik,5.0,6.0
1839,helve,çembil,5.0,6.0
1840,her,wê,3.0,2.0
1841,her,wî,3.0,2.0
1842,herbage,giya,7.0,4.0
1843,herbage,çêre,7.0,4.0
1844,here,li vê derê,4.0,10.0
1845,heritage,kelepor,8.0,7.0
1846,herself,xwe,7.0,3.0
1847,hide,vedizîn,4.0,7.0
1848,high,bilind,4.0,6.0
1849,highest,ya/yê herî jor,7.0,14.0
1850,highly,gelek,6.0,5.0
1851,hillside,berpal,8.0,6.0
1852,him,vî,3.0,2.0
1853,himself,xwe,7.0,3.0
1854,hire,demankirin,4.0,10.0
1855,his,a/ê wî,3.0,6.0
1856,historian,dîroknas,9.0,8.0
1857,historic,dîrokî,8.0,6.0
1858,historical,dîrokî,10.0,6.0
1859,history,dîrok,7.0,5.0
1860,history,mêjû,7.0,4.0
1861,hit,derb,3.0,4.0
1862,hit,xistin,3.0,6.0
1863,hoax,hewez,4.0,5.0
1864,hoax,tep,4.0,3.0
1865,hoist,bilindkirin,5.0,11.0
1866,hold,girtin,4.0,6.0
1867,hole,qul,4.0,3.0
1868,hole,qulqulî,4.0,7.0
1869,holiday,paydoz,7.0,6.0
1870,holy,pîroz,4.0,5.0
1871,home,mal,4.0,3.0
1872,home,xanî,4.0,4.0
1873,homeless,bêmal,8.0,5.0
1874,homeless,bêxanî,8.0,6.0
1875,honesty,xîret,7.0,5.0
1876,honey,hingiv,5.0,6.0
1877,honor,xîret,5.0,5.0
1878,hook,kulab,4.0,5.0
1879,hope,awat,4.0,4.0
1880,hope,hêvî,4.0,4.0
1881,horizon,aso,7.0,3.0
1882,horizon,doran,7.0,5.0
1883,horn,qiloç,4.0,5.0
1884,horn,stirî,4.0,5.0
1885,horse,hesp,5.0,4.0
1886,hour,demjmêr,4.0,7.0
1887,hour,katjmêr,4.0,7.0
1888,hours,demjimêr,5.0,8.0
1889,house,xane,5.0,4.0
1890,house,xanî,5.0,4.0
1891,housetop,ban,8.0,3.0
1892,how,çawa,3.0,4.0
1893,however,belam,7.0,5.0
1894,however,lê,7.0,2.0
1895,however,lê belê,7.0,7.0
1896,human,mirov,5.0,5.0
1897,hunt,seyd,4.0,4.0
1898,husband,mêr,7.0,3.0
1899,husband,şû,7.0,2.0
1900,hydrogen,hîdrojen,8.0,8.0
1901,hypocrisy,durûtî,9.0,6.0
1902,I,ez,1.0,2.0
1903,I think...,bi min,10.0,6.0
1904,ice,bestenî,3.0,7.0
1905,ice,cemed,3.0,5.0
1906,idea,fikir,4.0,5.0
1907,idea,raman,4.0,5.0
1908,idea,ray,4.0,3.0
1909,ideas,fikir,5.0,5.0
1910,ideas,raman,5.0,5.0
1911,idiom,zarava,5.0,6.0
1912,if,heke,2.0,4.0
1913,ill,bed,3.0,3.0
1914,ill,nemrût,3.0,6.0
1915,illiberal,qinût,9.0,5.0
1916,illiberal,çemçûs,9.0,6.0
1917,illustrious,binavûdeng,11.0,10.0
1918,illustrious,navdar,11.0,6.0
1919,image,dîmen,5.0,5.0
1920,imbibe,mêtin,6.0,5.0
1921,immaculate,xwerû,10.0,5.0
1922,immediate,tavilê,9.0,6.0
1923,immediate,yekser,9.0,6.0
1924,impatient,dilteng,9.0,7.0
1925,implement,alav,9.0,4.0
1926,implement,bicihanîn,9.0,9.0
1927,imply,qewl,5.0,4.0
1928,importance,giringahî,10.0,9.0
1929,importance,giringî,10.0,7.0
1930,important,girîng,9.0,6.0
1931,impose,xapandin,6.0,8.0
1932,impose,xirandin,6.0,8.0
1933,imposture,tep,9.0,3.0
1934,impression,bandor,10.0,6.0
1935,improve,sererastkirin,7.0,13.0
1936,impure,gemar,6.0,5.0
1937,impure,kirêt,6.0,5.0
1938,impure,mujikî,6.0,6.0
1939,impure,qilêr,6.0,5.0
1940,impure,çepel,6.0,5.0
1941,in,di ... de,2.0,9.0
1942,in a hurry,bi lez û bez,10.0,12.0
1943,in a rush,bi lez û bez,9.0,12.0
1944,in brief,bi kinahî,8.0,9.0
1945,in general,bi giştî,10.0,8.0
1946,in short,bi kinayî,8.0,9.0
1947,in short,bi kurtasî,8.0,10.0
1948,in that way,bi vî awayî,11.0,11.0
1949,in the night,bi şev,12.0,6.0
1950,in this way,bi vî awayî,11.0,11.0
1951,inadequate,kêm,10.0,3.0
1952,inch,xumam,4.0,5.0
1953,incident,rûdan,8.0,5.0
1954,incitation,hajûtandin,10.0,10.0
1955,increase,mezinbûn,8.0,8.0
1956,incriminate,tawanbarkirin,11.0,13.0
1957,indebted,qerzdar,8.0,7.0
1958,indecision,dudilî,10.0,6.0
1959,indeed,bi rastî,6.0,8.0
1960,indefinite,derek,10.0,5.0
1961,indefinite,nediyar,10.0,7.0
1962,independence,serxwebûn,12.0,9.0
1963,independent,aza,11.0,3.0
1964,independent,azad,11.0,4.0
1965,indicate,mêrandin,8.0,8.0
1966,indigent,reben,8.0,5.0
1967,indigent,xizan,8.0,5.0
1968,inexpensive,erzan,11.0,5.0
1969,infinite,bêdawî,8.0,6.0
1970,infirmary,tîmargeh,9.0,8.0
1971,influence,bandor,9.0,6.0
1972,influence,kartêkirin,9.0,10.0
1973,influence,tesîr,9.0,5.0
1974,inform,ragihandin,6.0,10.0
1975,information,agahdarî,11.0,8.0
1976,information,agahî,11.0,5.0
1977,infrequent,kelh,10.0,4.0
1978,inheritance,kelepor,11.0,7.0
1979,ink,hibr,3.0,4.0
1980,inner,hundir,5.0,6.0
1981,insane,dîn,6.0,3.0
1982,insert,radan,6.0,5.0
1983,inside,hundir,6.0,6.0
1984,inside,nav,6.0,3.0
1985,instance,mînak,8.0,5.0
1986,instance,nimûne,8.0,6.0
1987,instance,wekok,8.0,5.0
1988,instant,gav,7.0,3.0
1989,instant,tavilê,7.0,6.0
1990,instant,yekser,7.0,6.0
1991,instantaneous,tavilê,13.0,6.0
1992,instantaneous,yekser,13.0,6.0
1993,instanter,tavilê,9.0,6.0
1994,instanter,yekser,9.0,6.0
1995,instinct,dozîn,8.0,5.0
1996,institute,avakirin,9.0,8.0
1997,institute,damezrandin,9.0,11.0
1998,institute,sazkirin,9.0,8.0
1999,instruction,ferman,11.0,6.0
2000,instrument,alav,10.0,4.0
2001,insufficient,kêm,12.0,3.0
2002,integrity,guran,9.0,5.0
2003,integument,çerm,10.0,4.0
2004,intelligent,aqilmend,11.0,8.0
2005,intelligent,jîr,11.0,3.0
2006,intelligent,xûjal,11.0,5.0
2007,intelligent,zîrek,11.0,5.0
2008,intense,bihêz,7.0,5.0
2009,intense,xurt,7.0,4.0
2010,intensity,tîrî,9.0,4.0
2011,intent,mebest,6.0,6.0
2012,intention,mebest,9.0,6.0
2013,interest,bal,8.0,3.0
2014,interior,hundir,8.0,6.0
2015,interpreter,paçvan,11.0,6.0
2016,interpreter,wergêr,11.0,6.0
2017,into,nav,4.0,3.0
2018,invalid,betal,7.0,5.0
2019,invalid,netêw,7.0,5.0
2020,invention,îcad,9.0,4.0
2021,inventor,dahêner,8.0,7.0
2022,inward,hundir,6.0,6.0
2023,inward,hundirîn,6.0,8.0
2024,inward,nav,6.0,3.0
2025,irate,girgîn,5.0,6.0
2026,iron,deqaq,4.0,5.0
2027,iron,hesin,4.0,5.0
2028,irresolute,dudil,10.0,5.0
2029,irritate,behicandin,8.0,10.0
2030,irritate,qehirandin,8.0,10.0
2031,is,e,2.0,1.0
2032,is,ye,2.0,2.0
2033,issue,arîse,5.0,5.0
2034,issue,babet,5.0,5.0
2035,issue,bare,5.0,4.0
2036,issue,dawî,5.0,4.0
2037,issue,encam,5.0,5.0
2038,issue,kuta,5.0,4.0
2039,issue,mijar,5.0,5.0
2040,issue,pirsgirêk,5.0,9.0
2041,it,ew,2.0,2.0
2042,its,yê wê,3.0,5.0
2043,itself,xwe,6.0,3.0
2044,jackal,torîk,6.0,5.0
2045,jacket,sako,6.0,4.0
2046,jail,girtîgeh,4.0,8.0
2047,jeopardy,xetere,8.0,6.0
2048,job,kar,3.0,3.0
2049,job,karûbar,3.0,7.0
2050,join,tevlêbûn,4.0,8.0
2051,joiner,necar,6.0,5.0
2052,joiner,xerat,6.0,5.0
2053,joint,hevbeş,5.0,6.0
2054,joke,hewez,4.0,5.0
2055,joke,qerf,4.0,4.0
2056,journal,kovar,7.0,5.0
2057,journal,rojnivîsk,7.0,9.0
2058,journalist,rojnamevan,10.0,10.0
2059,journals,kovar,8.0,5.0
2060,journey,ger,7.0,3.0
2061,journey,rêwîngî,7.0,7.0
2062,judge,darizandin,5.0,10.0
2063,jump,lotik,4.0,5.0
2064,jump,qevz,4.0,4.0
2065,jungle,cangil,6.0,6.0
2066,just,bes,4.0,3.0
2067,just,dadyane,4.0,7.0
2068,just,lê,4.0,2.0
2069,just,niha,4.0,4.0
2070,justice,dad,7.0,3.0
2071,justice,maf,7.0,3.0
2072,karma,çarenûs,5.0,7.0
2073,keen,tûj,4.0,3.0
2074,keyboard,klavye,8.0,6.0
2075,kick,pehîn,4.0,5.0
2076,kick,pîn,4.0,3.0
2077,kidney,gurçik,6.0,6.0
2078,kind,babet,4.0,5.0
2079,kind,zayend,4.0,6.0
2080,kindle,sotin,6.0,5.0
2081,king,key,4.0,3.0
2082,kismet,çarenûs,6.0,7.0
2083,kiss,paçkirin,4.0,8.0
2084,kiss,ramûsan,4.0,7.0
2085,kiss,ramûsîn,4.0,7.0
2086,kite,bafirok,4.0,7.0
2087,knee,jûnî,4.0,4.0
2088,knee,çong,4.0,4.0
2089,knock,kutan,5.0,5.0
2090,knock,lêdan,5.0,5.0
2091,knock,lêxistin,5.0,8.0
2092,know,zanîn,4.0,5.0
2093,knowledge,zanîn,9.0,5.0
2094,knows,dizane,5.0,6.0
2095,knurl,girêk,5.0,5.0
2096,labor,ked,5.0,3.0
2097,laboratory,ezmûngeh,10.0,8.0
2098,labour,xebat,6.0,5.0
2099,ladle,hesk,5.0,4.0
2100,lady,stî,4.0,3.0
2101,lamb,berx,4.0,4.0
2102,lamp,çira,4.0,4.0
2103,land,ax,4.0,2.0
2104,land,welat,4.0,5.0
2105,land,xak,4.0,3.0
2106,language,ziman,8.0,5.0
2107,lank,tenik,4.0,5.0
2108,lank,zirav,4.0,5.0
2109,large,gewre,5.0,5.0
2110,large,girs,5.0,4.0
2111,large,kertek,5.0,6.0
2112,large,mezin,5.0,5.0
2113,larger,mezin kirin,6.0,11.0
2114,largest,herî mezin,7.0,10.0
2115,laser,lazer,5.0,5.0
2116,last,dawî,4.0,4.0
2117,last,domîn,4.0,5.0
2118,lasting passion,agirê qoçan,15.0,11.0
2119,late,dereng,4.0,6.0
2120,later,piştre,5.0,6.0
2121,latitude,firehî,8.0,6.0
2122,laud,pesindan,4.0,8.0
2123,laugh,kenîn,5.0,5.0
2124,laughter,ken,8.0,3.0
2125,law,dad,3.0,3.0
2126,law,hiqûq,3.0,5.0
2127,law,rêpîvan,3.0,7.0
2128,law,zagon,3.0,5.0
2129,laws,zagon,4.0,5.0
2130,lawyer,parêzer,6.0,7.0
2131,lay,danîn,3.0,5.0
2132,lay,têxistin,3.0,8.0
2133,lay,xistin,3.0,6.0
2134,lazy,galtefis,4.0,8.0
2135,lazy,keslan,4.0,6.0
2136,lazy,tiral,4.0,5.0
2137,lazy,zexel,4.0,5.0
2138,leader,semyan,6.0,6.0
2139,leader,serek,6.0,5.0
2140,leader,sergêr,6.0,6.0
2141,leaders,serok,7.0,5.0
2142,leadership,serokatî,10.0,8.0
2143,leap,qevz,4.0,4.0
2144,lease,deman,5.0,5.0
2145,leave,berdan,5.0,6.0
2146,leave,betlane,5.0,7.0
2147,leery,bernac,5.0,6.0
2148,leery,kone,5.0,4.0
2149,leery,xasûk,5.0,5.0
2150,left,çep,4.0,3.0
2151,leg,ling,3.0,4.0
2152,leg,pê,3.0,2.0
2153,legs,ling,4.0,4.0
2154,lemon,lîmon,5.0,5.0
2155,length,bejn,6.0,4.0
2156,length,mawe,6.0,4.0
2157,length,qam,6.0,3.0
2158,lengthen,dirêjbûn,8.0,8.0
2159,lengthen,dirêjkirin,8.0,10.0
2160,lentil,nîsk,6.0,4.0
2161,leprosy,kotî,7.0,4.0
2162,less,kêmtir,4.0,6.0
2163,lessen,kêmkirin,6.0,8.0
2164,lesson,wane,6.0,4.0
2165,letter,name,6.0,4.0
2166,letter,tîp,6.0,3.0
2167,level,ast,5.0,3.0
2168,lever,qerase,5.0,6.0
2169,liberty,azadî,7.0,5.0
2170,lick,alastin,4.0,7.0
2171,lid,devik,3.0,5.0
2172,lid,qeram,3.0,5.0
2173,lie,derew,3.0,5.0
2174,lie,dirêjbûn,3.0,8.0
2175,lie,paldan,3.0,6.0
2176,lie,ramedîn,3.0,7.0
2177,life,jiyan,4.0,5.0
2178,life,jî,4.0,2.0
2179,life,temen,4.0,5.0
2180,lifetime,jî,8.0,2.0
2181,lifetime,temen,8.0,5.0
2182,lift,bilindkirin,4.0,11.0
2183,light,ronahî,5.0,6.0
2184,light,ronak,5.0,5.0
2185,light,ronî,5.0,4.0
2186,light,sivik,5.0,5.0
2187,light,zirav,5.0,5.0
2188,lightweight,sivik,11.0,5.0
2189,like,fena,4.0,4.0
2190,like,hezkirin,4.0,8.0
2191,like,mîna,4.0,4.0
2192,like,nola,4.0,4.0
2193,like,nolî,4.0,4.0
2194,like,wek,4.0,3.0
2195,like,wekî,4.0,4.0
2196,lime,cis,4.0,3.0
2197,lime,kils,4.0,4.0
2198,limit,sînor,5.0,5.0
2199,limp,kulîn,4.0,5.0
2200,limpid,ron,6.0,3.0
2201,line,qor,4.0,3.0
2202,line,rêz,4.0,3.0
2203,line,xêz,4.0,3.0
2204,line,zax,4.0,3.0
2205,lineage,irq,7.0,3.0
2206,lineage,nîjad,7.0,5.0
2207,lineage,regez,7.0,5.0
2208,lineage,zayend,7.0,6.0
2209,link,giredan,4.0,7.0
2210,lips,lêv,4.0,3.0
2211,liquid,ron,6.0,3.0
2212,list,lîste,4.0,5.0
2213,listen,guhdar kirin,6.0,12.0
2214,little,biçûk,6.0,5.0
2215,little,fîskanî,6.0,7.0
2216,little,hûr,6.0,3.0
2217,littleness,biçûkahî,10.0,8.0
2218,live,sax,4.0,3.0
2219,live,zindî,4.0,5.0
2220,lived,jiyî,5.0,4.0
2221,livelihood,abor,10.0,4.0
2222,livelihood,debar,10.0,5.0
2223,living,gihandar,6.0,8.0
2224,living,giyandar,6.0,8.0
2225,living,jîndar,6.0,6.0
2226,living,sax,6.0,3.0
2227,living,zindî,6.0,5.0
2228,living,zînde,6.0,5.0
2229,living,çalak,6.0,5.0
2230,lizard,dêlemar,6.0,7.0
2231,lizard,gumgumok,6.0,8.0
2232,load,barkirin,4.0,8.0
2233,load fixing bars,akêr,16.0,4.0
2234,local,deverî,5.0,6.0
2235,local,heremî,5.0,6.0
2236,local,xwecihî,5.0,7.0
2237,locate,bicihkirin,6.0,10.0
2238,location,cih,8.0,3.0
2239,location,erd,8.0,3.0
2240,location,şûn,8.0,3.0
2241,lock,asêkirin,4.0,8.0
2242,locus,cih,5.0,3.0
2243,locus,der,5.0,3.0
2244,locus,erd,5.0,3.0
2245,locus,qad,5.0,3.0
2246,locust,kulî,6.0,4.0
2247,lone,berdîwar,4.0,8.0
2248,lone,bêkes,4.0,5.0
2249,lonely,berdîwar,6.0,8.0
2250,lonely,bêkes,6.0,5.0
2251,long,dirêj,4.0,5.0
2252,long live!,bijî,10.0,4.0
2253,look,dîtin,4.0,5.0
2254,look,meyzandin,4.0,9.0
2255,look,mêze kirin,4.0,10.0
2256,look,nerin,4.0,5.0
2257,look,nêrîn,4.0,5.0
2258,looker-on,bîner,9.0,5.0
2259,loosen,çareserkirin,6.0,12.0
2260,lose,berzebûn,4.0,8.0
2261,lose,winda kirin,4.0,11.0
2262,lost,windakirî,4.0,9.0
2263,lot,gel,3.0,3.0
2264,lot,gelek,3.0,5.0
2265,lot,kom,3.0,3.0
2266,lot,pirr,3.0,4.0
2267,lot,zehf,3.0,4.0
2268,lot,zor,3.0,3.0
